accession,genename,GOIDs,localizations,organism,type
P10362,Scg2,GO:0000165; GO:0001525; GO:0001938; GO:0005125; GO:0005615; GO:0030141; GO:0035556; GO:0042056; GO:0048245; GO:0050918; GO:0050930; GO:2000352,Secreted,Rattus norvegicus (Rat),In NodeList Only
P11507,Atp2a2,GO:0002026; GO:0003009; GO:0005388; GO:0005509; GO:0005524; GO:0005654; GO:0006816; GO:0006874; GO:0006937; GO:0006984; GO:0006996; GO:0008553; GO:0010882; GO:0012506; GO:0014883; GO:0014898; GO:0016021; GO:0016529; GO:0019899; GO:0031234; GO:0031775; GO:0032470; GO:0032496; GO:0032991; GO:0033017; GO:0033292; GO:0034599; GO:0034605; GO:0034976; GO:0043434; GO:0044548; GO:0045822; GO:0048471; GO:0055119; GO:0061831; GO:0070296; GO:0070588; GO:0086036; GO:0086039; GO:0097470; GO:0098909; GO:0120025; GO:1903233; GO:1903515; GO:1990036,Endoplasmic reticulum membrane; Sarcoplasmic reticulum membrane,Rattus norvegicus (Rat),In NodeList Only
P97536,Cand1,GO:0000151; GO:0005634; GO:0005654; GO:0005737; GO:0005794; GO:0005829; GO:0010265; GO:0016567; GO:0017025; GO:0030154; GO:0031461; GO:0043086; GO:0045893; GO:0045899,Cytoplasm; Nucleus,Rattus norvegicus (Rat),In NodeList Only
O08629,Trim28,GO:0000122; GO:0000785; GO:0001837; GO:0003677; GO:0003713; GO:0003714; GO:0004672; GO:0004842; GO:0005634; GO:0005654; GO:0005719; GO:0005720; GO:0006281; GO:0006325; GO:0007265; GO:0007566; GO:0008270; GO:0016925; GO:0031625; GO:0035851; GO:0042307; GO:0043045; GO:0043388; GO:0043565; GO:0045087; GO:0045739; GO:0045869; GO:0045892; GO:0045893; GO:0046777; GO:0051259; GO:0060028; GO:0060669; GO:0070087; GO:0090309; GO:0090575; GO:1901536; GO:1902187; GO:1990841; GO:2000653,Nucleus,Rattus norvegicus (Rat),In NodeList Only
P62944,Ap2b1,GO:0003281; GO:0006886; GO:0016192; GO:0030118; GO:0030119; GO:0030122; GO:0030276; GO:0035904; GO:0044877; GO:0045807; GO:0048268; GO:0060976; GO:0072583; GO:0098794; GO:0098884; GO:0098978; GO:1901215; GO:1905477,Cell membrane; Membrane; Coated pit,Rattus norvegicus (Rat),In NodeList Only
Q7TMY7,Ipo8,GO:0005635; GO:0005829; GO:0005887; GO:0006606; GO:0008536; GO:0042626,Cytoplasm; Nucleus,Mus musculus (Mouse),In NodeList Only
Q91YE6,Ipo9,GO:0005635; GO:0005737; GO:0005829; GO:0006606; GO:0008536; GO:0042254; GO:0042393; GO:0050821; GO:0061608,Cytoplasm; Nucleus,Mus musculus (Mouse),In NodeList Only
P98063,Bmp1,GO:0001503; GO:0004222; GO:0005125; GO:0005509; GO:0005615; GO:0005794; GO:0006508; GO:0008083; GO:0008233; GO:0008270; GO:0030154; GO:0031982; GO:0042802; GO:0051216; GO:0061036; GO:0062023,Golgi apparatus; trans-Golgi network; Secreted; Extracellular space; Extracellular matrix,Mus musculus (Mouse),In NodeList Only
Q9EPL8,Ipo7,GO:0005635; GO:0005654; GO:0005829; GO:0006606; GO:0008536; GO:0042393; GO:0045087; GO:0046332,Cytoplasm; Nucleus,Mus musculus (Mouse),In NodeList Only
P97629,Lnpep,GO:0004177; GO:0005737; GO:0005886; GO:0006508; GO:0008270; GO:0009725; GO:0009986; GO:0010813; GO:0016021; GO:0031982; GO:0032593; GO:0042277; GO:0043025; GO:0043171; GO:0043229; GO:0043231; GO:0045777; GO:0048169; GO:0048471; GO:0070006; GO:0120163,Cell membrane; Endomembrane system,Rattus norvegicus (Rat),In NodeList Only
Q8BP92,Rcn2,GO:0005509; GO:0005730; GO:0005783; GO:0005788,Endoplasmic reticulum lumen,Mus musculus (Mouse),In NodeList Only
Q62245,Sos1,GO:0000786; GO:0001782; GO:0001942; GO:0002260; GO:0003007; GO:0003209; GO:0003344; GO:0003677; GO:0005085; GO:0005088; GO:0005089; GO:0005737; GO:0005829; GO:0005886; GO:0007173; GO:0007264; GO:0007265; GO:0007296; GO:0014069; GO:0017124; GO:0033081; GO:0035023; GO:0035264; GO:0042129; GO:0043025; GO:0045742; GO:0046579; GO:0046982; GO:0048011; GO:0048514; GO:0051057; GO:0060021; GO:0061029; GO:0061384; GO:1904693; GO:2000973,,Mus musculus (Mouse),In NodeList Only
Q9QXK3,Copg2,GO:0000139; GO:0005198; GO:0005783; GO:0005793; GO:0005794; GO:0005829; GO:0006886; GO:0006888; GO:0006891; GO:0009306; GO:0016020; GO:0030126; GO:0072384,Cytoplasm; Cytosol; Golgi apparatus membrane; Cytoplasmic vesicle; COPI-coated vesicle membrane,Mus musculus (Mouse),In NodeList Only
Q7TMB8,Cyfip1,GO:0000340; GO:0000902; GO:0001726; GO:0005522; GO:0005737; GO:0005845; GO:0006417; GO:0007411; GO:0008360; GO:0016601; GO:0030027; GO:0030031; GO:0030032; GO:0030054; GO:0031175; GO:0031209; GO:0031529; GO:0032433; GO:0032869; GO:0043005; GO:0043025; GO:0043195; GO:0043197; GO:0044294; GO:0044295; GO:0045182; GO:0045202; GO:0045773; GO:0048365; GO:0048471; GO:0048675; GO:0050772; GO:0050890; GO:0051015; GO:0051388; GO:0051602; GO:0060076; GO:0090724; GO:0090725; GO:0097484; GO:0098794; GO:0099563; GO:0099578; GO:1900006; GO:1900029; GO:1903422; GO:1905274; GO:2000601,Cytoplasm; Perinuclear region; Cell projection; Lamellipodium; Ruffle; Cell junction; Synapse; Synaptosome,Mus musculus (Mouse),In NodeList Only
A2AWA9,Rabgap1,GO:0005096; GO:0005815; GO:0005829; GO:0006886; GO:0007049; GO:0017137; GO:0043087; GO:0090630,Cytoplasm; Cytosol; Cytoskeleton; Microtubule organizing center; Centrosome,Mus musculus (Mouse),In NodeList Only
P16638,Acly,GO:0003878; GO:0005524; GO:0005829; GO:0006084; GO:0006085; GO:0006101; GO:0006629; GO:0006633; GO:0008610; GO:0009346; GO:0046872; GO:0048037,Cytoplasm; Cytosol,Rattus norvegicus (Rat),In NodeList Only
P05369,Fdps,GO:0004161; GO:0004337; GO:0005737; GO:0005759; GO:0005777; GO:0006695; GO:0007283; GO:0008299; GO:0008584; GO:0033384; GO:0033574; GO:0042493; GO:0043434; GO:0045337; GO:0045542; GO:0046872; GO:0061051; GO:0070723; GO:0071398,Cytoplasm,Rattus norvegicus (Rat),In NodeList Only
P46462,Vcp,GO:0000502; GO:0005102; GO:0005524; GO:0005634; GO:0005654; GO:0005737; GO:0005783; GO:0005811; GO:0005829; GO:0006302; GO:0006734; GO:0006888; GO:0006914; GO:0006919; GO:0006974; GO:0008289; GO:0010494; GO:0010498; GO:0010918; GO:0016236; GO:0016567; GO:0016887; GO:0018279; GO:0019079; GO:0019903; GO:0019904; GO:0019985; GO:0030433; GO:0030970; GO:0031334; GO:0031593; GO:0031625; GO:0032436; GO:0032510; GO:0034098; GO:0034214; GO:0034605; GO:0035617; GO:0035800; GO:0035861; GO:0036435; GO:0036503; GO:0036513; GO:0042288; GO:0042802; GO:0043161; GO:0043231; GO:0043531; GO:0044877; GO:0046034; GO:0048471; GO:0050807; GO:0051228; GO:0051260; GO:0061857; GO:0070842; GO:0071712; GO:0072389; GO:0090263; GO:0097352; GO:0098978; GO:1903007; GO:1903715; GO:1903843; GO:1903862; GO:1904288; GO:1904949; GO:1990381; GO:1990730; GO:2001171,Cytoplasm; Cytosol; Endoplasmic reticulum; Nucleus; Stress granule,Rattus norvegicus (Rat),In NodeList Only
Q63635,Stx6,GO:0000149; GO:0005484; GO:0005654; GO:0005769; GO:0005794; GO:0005829; GO:0006886; GO:0006906; GO:0007032; GO:0008021; GO:0012505; GO:0016021; GO:0016189; GO:0016192; GO:0019905; GO:0030285; GO:0031201; GO:0032456; GO:0032588; GO:0042147; GO:0043195; GO:0045335; GO:0048193; GO:0048278; GO:0048471; GO:0090161; GO:1903827,Golgi apparatus membrane,Rattus norvegicus (Rat),In NodeList Only
P50878,Rpl4,GO:0003360; GO:0003735; GO:0006412; GO:0007420; GO:0008097; GO:0014069; GO:0015934; GO:0022625; GO:0030154; GO:0031672; GO:0045773; GO:0050772; GO:0071417,,Rattus norvegicus (Rat),In NodeList Only
P51863,Atp6v0d1,GO:0005765; GO:0005769; GO:0005813; GO:0006879; GO:0007034; GO:0007035; GO:0007420; GO:0008021; GO:0008553; GO:0016020; GO:0016324; GO:0016471; GO:0032991; GO:0033179; GO:0033181; GO:0036295; GO:0043005; GO:0043679; GO:0044877; GO:0046961; GO:0060271,Membrane,Mus musculus (Mouse),In NodeList Only
Q62703,Rcn2,GO:0005509; GO:0005730; GO:0005783; GO:0005788,Endoplasmic reticulum lumen,Rattus norvegicus (Rat),In NodeList Only
Q63569,Psmc3,GO:0000932; GO:0005524; GO:0005634; GO:0005737; GO:0008540; GO:0016787; GO:0022624; GO:0030163; GO:0045899; GO:0048471,Cytoplasm; Nucleus,Rattus norvegicus (Rat),In NodeList Only
Q9CRT8,Xpot,GO:0000049; GO:0005643; GO:0005654; GO:0005737; GO:0005829; GO:0006409; GO:0008536; GO:0016363; GO:0071528,Nucleus; Cytoplasm,Mus musculus (Mouse),In NodeList Only
Q07009,Capn2,GO:0000785; GO:0001666; GO:0001824; GO:0004198; GO:0005509; GO:0005634; GO:0005737; GO:0005764; GO:0005794; GO:0005829; GO:0005886; GO:0005925; GO:0006508; GO:0007520; GO:0007565; GO:0008092; GO:0009897; GO:0010666; GO:0016020; GO:0016540; GO:0019899; GO:0030425; GO:0031143; GO:0032675; GO:0035458; GO:0042542; GO:0042995; GO:0043025; GO:0045121; GO:0046982; GO:0048266; GO:0051493; GO:0051603; GO:0071222; GO:0071230; GO:0097038; GO:1901216; GO:1901741; GO:2001247,Cytoplasm; Cell membrane,Rattus norvegicus (Rat),In NodeList Only
Q8BKC5,Ipo5,GO:0005634; GO:0005737; GO:0006606; GO:0006607; GO:0006610; GO:0008139; GO:0008536; GO:0042307; GO:0061608; GO:0071230,Cytoplasm; Nucleus,Mus musculus (Mouse),In NodeList Only
O88917,Adgrl1,GO:0004930; GO:0005886; GO:0005887; GO:0007157; GO:0007166; GO:0007189; GO:0007420; GO:0014069; GO:0015643; GO:0016524; GO:0030054; GO:0030246; GO:0030424; GO:0030426; GO:0035584; GO:0042734; GO:0043005; GO:0045202; GO:0050839; GO:0090129; GO:0098978; GO:0099056,Cell membrane; Cell projection; Axon; Growth cone; Cell junction; Synapse; Presynaptic cell membrane; Synaptosome,Rattus norvegicus (Rat),In NodeList Only
P06024,gC,GO:0016021; GO:0039573; GO:0046718; GO:0055036; GO:0098671,Virion membrane,Suid herpesvirus 1 (strain Indiana-Funkhauser / Becker) (SuHV-1),In NodeList Only
P21707,Syt1,GO:0000149; GO:0001786; GO:0005509; GO:0005513; GO:0005516; GO:0005543; GO:0005544; GO:0005546; GO:0005737; GO:0005794; GO:0005886; GO:0007420; GO:0008021; GO:0008022; GO:0014059; GO:0016079; GO:0016192; GO:0017075; GO:0017156; GO:0017158; GO:0019905; GO:0030054; GO:0030141; GO:0030276; GO:0030285; GO:0030348; GO:0030424; GO:0030672; GO:0031045; GO:0031340; GO:0042584; GO:0042734; GO:0042802; GO:0042803; GO:0043195; GO:0043229; GO:0044306; GO:0045956; GO:0046982; GO:0048278; GO:0048306; GO:0048488; GO:0048791; GO:0050750; GO:0050806; GO:0051260; GO:0051291; GO:0051592; GO:0051966; GO:0060076; GO:0061669; GO:0061891; GO:0070382; GO:0071277; GO:0071911; GO:0098686; GO:0098746; GO:0098978; GO:0099502; GO:1903235; GO:1903305; GO:1903861; GO:2000300,Cytoplasmic vesicle; Secretory vesicle membrane; Secretory vesicle; Synaptic vesicle membrane; Chromaffin granule membrane; Cytoplasm,Rattus norvegicus (Rat),In NodeList Only
Q4V8C2,Zw10,GO:0000070; GO:0000132; GO:0000776; GO:0000777; GO:0000922; GO:0005634; GO:0005783; GO:0005789; GO:0005828; GO:0005829; GO:0006888; GO:0007030; GO:0007080; GO:0007093; GO:0007094; GO:0007096; GO:0015031; GO:0034501; GO:0051301; GO:0065003; GO:0070939; GO:1990423,Cytoplasm; Endoplasmic reticulum membrane; Chromosome; Centromere; Kinetochore; Cytoskeleton; Spindle,Rattus norvegicus (Rat),In NodeList Only
Q76MZ3,Ppp2r1a,GO:0000159; GO:0000775; GO:0004722; GO:0005634; GO:0005737; GO:0005829; GO:0007059; GO:0007143; GO:0016328; GO:0019888; GO:0030425; GO:0045202; GO:0046982; GO:0051232; GO:0051306; GO:0051754; GO:0065003; GO:0070262; GO:0098978; GO:1903538; GO:1990405; GO:2001241,Cytoplasm; Nucleus; Chromosome; Centromere; Lateral cell membrane; Cell projection; Dendrite,Mus musculus (Mouse),In NodeList Only
Q62991,Scfd1,GO:0000902; GO:0001666; GO:0005789; GO:0005798; GO:0005801; GO:0005886; GO:0006888; GO:0006890; GO:0006892; GO:0006904; GO:0009636; GO:0015031; GO:0019905; GO:0032580; GO:0044877; GO:0047485; GO:0051223; GO:0060628; GO:1901998; GO:1902902,Cytoplasm; Endoplasmic reticulum membrane; Golgi apparatus; Golgi stack membrane,Rattus norvegicus (Rat),In NodeList Only
Q8R491,Ehd3,GO:0005509; GO:0005524; GO:0005525; GO:0005737; GO:0015031; GO:0020018; GO:0032456; GO:0051260; GO:0055038; GO:0060271,Recycling endosome membrane; Cell membrane; Cell projection; Cilium membrane,Rattus norvegicus (Rat),In NodeList Only
O35821,Mybbp1a,GO:0003714; GO:0005634; GO:0005730; GO:0005737; GO:0008134; GO:0022904; GO:0032922; GO:0042149; GO:0042254; GO:0042564; GO:0043565; GO:0045892; GO:0070888; GO:0071158; GO:0072332; GO:2000210,Nucleus; Nucleolus; Cytoplasm,Rattus norvegicus (Rat),In NodeList Only
P63044,Vamp2,GO:0000149; GO:0000322; GO:0005516; GO:0005543; GO:0005737; GO:0005802; GO:0005886; GO:0008021; GO:0008022; GO:0008076; GO:0009749; GO:0015031; GO:0016020; GO:0016079; GO:0016081; GO:0016192; GO:0017022; GO:0017075; GO:0017156; GO:0017157; GO:0017158; GO:0019905; GO:0030054; GO:0030136; GO:0030141; GO:0030285; GO:0030659; GO:0030667; GO:0030672; GO:0031201; GO:0031410; GO:0031982; GO:0032869; GO:0035493; GO:0042589; GO:0042802; GO:0043001; GO:0043005; GO:0043229; GO:0043231; GO:0043308; GO:0044306; GO:0044325; GO:0044877; GO:0045055; GO:0045202; GO:0046879; GO:0048306; GO:0048471; GO:0060291; GO:0060627; GO:0061025; GO:0065003; GO:0070032; GO:0070033; GO:0070044; GO:0090316; GO:0098967; GO:1902259; GO:1903421,Cytoplasmic vesicle; Secretory vesicle; Synaptic vesicle membrane; Cell junction; Synapse; Synaptosome; Cell membrane,Mus musculus (Mouse),In NodeList Only
P46471,Psmc2,GO:0000502; GO:0000932; GO:0005524; GO:0005634; GO:0005829; GO:0006511; GO:0008134; GO:0008540; GO:0016887; GO:0017025; GO:0022624; GO:0036402; GO:0036464; GO:0043197; GO:0045899,Cytoplasm,Mus musculus (Mouse),In NodeList Only
P97852,Hsd17b4,GO:0004303; GO:0005777; GO:0006635; GO:0007568; GO:0008203; GO:0014070; GO:0016853; GO:0018812; GO:0030283; GO:0033989; GO:0042493; GO:0042803; GO:0044594; GO:0048545; GO:0071407,Peroxisome,Rattus norvegicus (Rat),In NodeList Only
Q6P6R7,Sgsm3,GO:0005096; GO:0005737; GO:0006886; GO:0007050; GO:0017137; GO:0032483; GO:0032486; GO:0090630,Cytoplasm,Rattus norvegicus (Rat),In NodeList Only
Q5SGE0,Lrpprc,GO:0000794; GO:0003677; GO:0003723; GO:0005634; GO:0005637; GO:0005640; GO:0005654; GO:0005739; GO:0005856; GO:0048471; GO:0048487; GO:0051028,Mitochondrion; Nucleus; Nucleoplasm; Nucleus inner membrane; Nucleus outer membrane,Rattus norvegicus (Rat),In NodeList Only
P46460,Nsf,GO:0000149; GO:0001921; GO:0002090; GO:0005524; GO:0005795; GO:0005829; GO:0005886; GO:0006813; GO:0006886; GO:0008022; GO:0014069; GO:0015031; GO:0016192; GO:0016887; GO:0017075; GO:0017137; GO:0017157; GO:0019901; GO:0019905; GO:0030165; GO:0031748; GO:0032984; GO:0035255; GO:0035494; GO:0042623; GO:0043001; GO:0043008; GO:0043198; GO:0043209; GO:0044877; GO:0045732; GO:0046872; GO:0048211,Cytoplasm,Mus musculus (Mouse),In NodeList Only
Q5U300,Uba1,GO:0000792; GO:0004839; GO:0005524; GO:0005634; GO:0005654; GO:0005737; GO:0005739; GO:0005765; GO:0005829; GO:0006974; GO:0010008; GO:0016567; GO:0030057; GO:0030867; GO:0032446,Cytoplasm; Mitochondrion; Nucleus,Rattus norvegicus (Rat),In NodeList Only
Q62667,Mvp,GO:0005634; GO:0005737,Cytoplasm; Nucleus,Rattus norvegicus (Rat),In NodeList Only
P62196,Psmc5,GO:0000502; GO:0005102; GO:0005524; GO:0005634; GO:0005675; GO:0005737; GO:0005838; GO:0006357; GO:0008134; GO:0008540; GO:0016234; GO:0016887; GO:0017025; GO:0022624; GO:0031410; GO:0031531; GO:0031595; GO:0031597; GO:0043161; GO:0045892; GO:0045899; GO:0050804; GO:0090261; GO:0098794,Cytoplasm; Nucleus,Mus musculus (Mouse),In NodeList Only
P11497,Acaca,GO:0003989; GO:0004075; GO:0005524; GO:0005829; GO:0006633; GO:0009374; GO:0014070; GO:0042493; GO:0046872; GO:0051289; GO:2001295,Cytoplasm,Rattus norvegicus (Rat),In NodeList Only
Q6P2B1,Tnpo3,GO:0005634; GO:0005737; GO:0006606; GO:0042802; GO:0043231,Cytoplasm; Nucleus,Mus musculus (Mouse),In NodeList Only
Q9WUD2,Trpv2,GO:0005216; GO:0005262; GO:0005737; GO:0005886; GO:0005887; GO:0008285; GO:0009408; GO:0012505; GO:0030027; GO:0042470; GO:0042802; GO:0120162,Cell membrane; Cytoplasm; Melanosome,Rattus norvegicus (Rat),In NodeList Only
Q63259,Ptprn,GO:0000302; GO:0001553; GO:0005634; GO:0005768; GO:0005886; GO:0008134; GO:0009749; GO:0016020; GO:0016021; GO:0019221; GO:0019932; GO:0030054; GO:0030141; GO:0030507; GO:0030658; GO:0032868; GO:0035335; GO:0035773; GO:0043025; GO:0043204; GO:0043627; GO:0043679; GO:0044389; GO:0045202; GO:0045944; GO:0051020; GO:0051591; GO:1904692; GO:1990502,Membrane; Cytoplasmic vesicle; Secretory vesicle membrane; Perikaryon; Cell projection; Axon; Cell junction; Synapse; Cell membrane; Endosome; Nucleus,Rattus norvegicus (Rat),In NodeList Only
P15205,Map1b,GO:0000226; GO:0001578; GO:0001750; GO:0003779; GO:0005543; GO:0005829; GO:0005856; GO:0005874; GO:0005875; GO:0005886; GO:0007026; GO:0007399; GO:0007409; GO:0007416; GO:0008017; GO:0009611; GO:0009612; GO:0009743; GO:0010035; GO:0014012; GO:0014069; GO:0015631; GO:0016358; GO:0017085; GO:0021700; GO:0030054; GO:0030424; GO:0030425; GO:0030426; GO:0031114; GO:0031116; GO:0031667; GO:0032355; GO:0032387; GO:0033189; GO:0036477; GO:0042493; GO:0042995; GO:0043025; GO:0043196; GO:0043197; GO:0043204; GO:0044877; GO:0045202; GO:0045666; GO:0045773; GO:0047497; GO:0048471; GO:0048666; GO:0048675; GO:0048678; GO:0051915; GO:0061162; GO:0071363; GO:0071375; GO:0097440; GO:0097441; GO:0097457,Cytoplasm; Cytoskeleton; Cell junction; Synapse; Cell projection; Dendritic spine,Rattus norvegicus (Rat),In NodeList Only
Q80U96,Xpo1,GO:0000055; GO:0000056; GO:0000122; GO:0000776; GO:0003723; GO:0005049; GO:0005634; GO:0005642; GO:0005730; GO:0005737; GO:0005829; GO:0006611; GO:0008536; GO:0010824; GO:0015030; GO:0019904; GO:0031965; GO:0034504; GO:0042176; GO:0042493; GO:0046825; GO:0051028; GO:1990904,Cytoplasm; Nucleus; Nucleoplasm; Cajal body; Nucleolus,Rattus norvegicus (Rat),In NodeList Only
Q63357,Myo1d,GO:0000146; GO:0005516; GO:0005524; GO:0005769; GO:0005790; GO:0005903; GO:0005938; GO:0010923; GO:0015031; GO:0016323; GO:0016459; GO:0019904; GO:0030673; GO:0030898; GO:0030900; GO:0031410; GO:0043025; GO:0043204; GO:0043209; GO:0044853; GO:0048306; GO:0051015; GO:0051641; GO:0097440,Cytoplasm; Perikaryon; Cell projection; Dendrite; Early endosome; Cell cortex,Rattus norvegicus (Rat),In NodeList Only
Q9ES21,Sacm1l,GO:0004438; GO:0005783; GO:0005789; GO:0005794; GO:0016791; GO:0030176; GO:0032281; GO:0034593; GO:0043812; GO:0046856,Endoplasmic reticulum membrane,Rattus norvegicus (Rat),In NodeList Only
Q3TRM4,Pnpla6,GO:0001525; GO:0004622; GO:0005783; GO:0005789; GO:0009887; GO:0016021; GO:0016042; GO:0046470; GO:0052689,Endoplasmic reticulum membrane,Mus musculus (Mouse),In NodeList Only
P04897,Gnai2,GO:0001664; GO:0001973; GO:0003924; GO:0005525; GO:0005634; GO:0005654; GO:0005737; GO:0005813; GO:0005829; GO:0005834; GO:0005886; GO:0007049; GO:0007186; GO:0007188; GO:0007189; GO:0007193; GO:0007213; GO:0007214; GO:0008283; GO:0008284; GO:0016020; GO:0030335; GO:0030425; GO:0030496; GO:0031683; GO:0032930; GO:0033864; GO:0035810; GO:0035815; GO:0044297; GO:0045121; GO:0045955; GO:0046628; GO:0046872; GO:0050805; GO:0051301; GO:0051924; GO:0070374; GO:0140199; GO:1903614; GO:1904707; GO:2000179; GO:2001234,Cytoplasm; Cell membrane; Cytoskeleton; Microtubule organizing center; Centrosome; Membrane,Rattus norvegicus (Rat),In NodeList Only
Q64542,Atp2b4,GO:0003407; GO:0005388; GO:0005516; GO:0005524; GO:0006357; GO:0006816; GO:0006874; GO:0007283; GO:0010751; GO:0014832; GO:0016323; GO:0019901; GO:0021766; GO:0030018; GO:0030165; GO:0030315; GO:0030317; GO:0030346; GO:0033138; GO:0036487; GO:0043005; GO:0045019; GO:0046872; GO:0050998; GO:0051001; GO:0051480; GO:0051599; GO:0070588; GO:0070885; GO:0071872; GO:0097228; GO:0098736; GO:0098978; GO:0099059; GO:0140199; GO:1900082; GO:1901660; GO:1902806; GO:1903243; GO:1903249; GO:1905145; GO:2000481,Cell membrane; Cell projection; Cilium; Flagellum membrane,Rattus norvegicus (Rat),In NodeList Only
P47861,Syt5,GO:0000149; GO:0001786; GO:0005509; GO:0005544; GO:0005546; GO:0005886; GO:0014059; GO:0016079; GO:0016192; GO:0017156; GO:0017158; GO:0019905; GO:0030054; GO:0030276; GO:0030424; GO:0030672; GO:0031045; GO:0043025; GO:0046982; GO:0048471; GO:0048488; GO:0048791; GO:0055038; GO:0070382; GO:0071277; GO:0099066; GO:1990769,Cytoplasmic vesicle; Secretory vesicle; Synaptic vesicle membrane; Recycling endosome membrane,Rattus norvegicus (Rat),In NodeList Only
Q63803,Gnas,GO:0001664; GO:0001726; GO:0001934; GO:0001965; GO:0003924; GO:0005159; GO:0005525; GO:0005737; GO:0005768; GO:0005829; GO:0005834; GO:0005886; GO:0006357; GO:0007186; GO:0007188; GO:0007189; GO:0007191; GO:0008284; GO:0010765; GO:0010856; GO:0016020; GO:0016324; GO:0019904; GO:0030142; GO:0031681; GO:0031683; GO:0031698; GO:0031748; GO:0031852; GO:0035255; GO:0035814; GO:0043014; GO:0043025; GO:0045121; GO:0045776; GO:0046872; GO:0048471; GO:0051430; GO:0055037; GO:0055074; GO:0120162,Cell membrane; Apical cell membrane,Rattus norvegicus (Rat),In NodeList Only
P70605,Kcnn3,GO:0005516; GO:0005886; GO:0006813; GO:0016021; GO:0016286; GO:0030175; GO:0031594; GO:0043005; GO:0043025; GO:0044297; GO:0046982; GO:0071805,Membrane,Rattus norvegicus (Rat),In NodeList Only
P11506,Atp2b2,GO:0003407; GO:0005388; GO:0005509; GO:0005516; GO:0005524; GO:0005737; GO:0005886; GO:0006874; GO:0007420; GO:0007605; GO:0008022; GO:0016324; GO:0030054; GO:0030165; GO:0030182; GO:0030425; GO:0032809; GO:0035254; GO:0043025; GO:0045121; GO:0046872; GO:0051480; GO:0098688; GO:0098839; GO:0098978; GO:0098982; GO:0099055; GO:0099059; GO:0099061,Cell junction; Synapse; Cell membrane,Rattus norvegicus (Rat),In NodeList Only
O08700,Vps45,GO:0000139; GO:0005794; GO:0006904; GO:0008021; GO:0010008; GO:0015031; GO:0016021,Golgi apparatus membrane; Endosome membrane,Rattus norvegicus (Rat),In NodeList Only
Q5IRJ6,Slc30a9,GO:0003682; GO:0005634; GO:0005737; GO:0005783; GO:0005856; GO:0006829; GO:0006882; GO:0008324; GO:0016021; GO:0016922; GO:0030374; GO:0031410; GO:0045944,Membrane; Nucleus; Cytoplasm; Cytoplasmic vesicle; Endoplasmic reticulum,Mus musculus (Mouse),In NodeList Only
P23514,Copb1,GO:0000139; GO:0005198; GO:0005783; GO:0005793; GO:0005794; GO:0005798; GO:0005829; GO:0005886; GO:0006886; GO:0006888; GO:0006890; GO:0006891; GO:0030126,Cytoplasm; Golgi apparatus membrane; Cytoplasmic vesicle; COPI-coated vesicle membrane; Cell membrane; Endoplasmic reticulum-Golgi intermediate compartment; Microsome membrane,Rattus norvegicus (Rat),In NodeList Only
Q63355,Myo1c,GO:0000146; GO:0005102; GO:0005516; GO:0005524; GO:0005634; GO:0005902; GO:0005903; GO:0006612; GO:0008022; GO:0009925; GO:0016328; GO:0016459; GO:0016604; GO:0017160; GO:0030050; GO:0030659; GO:0030838; GO:0030898; GO:0031410; GO:0031941; GO:0032421; GO:0032587; GO:0038089; GO:0045121; GO:0045335; GO:0051015; GO:0060171; GO:0071346; GO:0090314; GO:1900078; GO:1900748; GO:2000810,Cytoplasm; Cell membrane; Cell projection; Ruffle; Stereocilium membrane; Cytoplasmic vesicle,Rattus norvegicus (Rat),In NodeList Only
Q06647,Atp5po,GO:0000276; GO:0005739; GO:0005753; GO:0005886; GO:0009986; GO:0015986; GO:0044877; GO:0046034; GO:0046933; GO:0071320; GO:0071345; GO:1903924,Mitochondrion; Mitochondrion inner membrane,Rattus norvegicus (Rat),In NodeList Only
Q9QYF3,Myo5a,GO:0000146; GO:0000149; GO:0003774; GO:0005516; GO:0005524; GO:0005737; GO:0008021; GO:0016192; GO:0017075; GO:0017157; GO:0019901; GO:0030048; GO:0030050; GO:0030141; GO:0030424; GO:0030425; GO:0032252; GO:0032593; GO:0032869; GO:0042642; GO:0043005; GO:0043008; GO:0043025; GO:0043473; GO:0046982; GO:0046983; GO:0048306; GO:0051015; GO:0055037; GO:0072659; GO:0098685; GO:0098871; GO:0098978; GO:0099640; GO:1900078; GO:1903078; GO:1904754; GO:1990904,,Rattus norvegicus (Rat),In NodeList Only
O54922,Exoc7,GO:0000145; GO:0005829; GO:0005886; GO:0006887; GO:0015031; GO:0090543,Cytoplasm; Cytosol; Cell membrane; Midbody; Midbody ring,Rattus norvegicus (Rat),In NodeList Only
