accession,gene_name,abundance_24,abundance_48,abundance_72,abundance_96,abundance_120
Q9HAS0,C17orf75,1055854.48,1693185.136,2162615.424,2016496.249,1732037.822
Q02127,DHODH,1398847.182,1772237.025,1988689.301,2229213.514,1847246.756
Q96J42,TXNDC15,6037221.762,7084600.093,5766180.369,3686134.96,5643534.296
Q9UNK0,STX8,19708446.85,20123016.83,17899706.9,17071288.28,18700614.71
P35573,AGL,6926955.897,12585194.48,15584389.26,17290979.2,13096879.71
O60333,KIF1B,1628371.57,2445482.539,2463007.202,2355699.511,2223140.206
O14967,CLGN,5105749.733,8621201.899,10322050.52,10649806.89,8674702.259
Q8WWI5,SLC44A1,3138468.789,2847506.893,3755520.344,3395778.105,3284318.533
Q969G5,PRKCDBP; CAVIN3,134914679.7,104649749.6,89138838.21,81712160.22,102603856.9
Q8WXA9,SREK1,6763751.775,7249267.897,7498259.493,6350162.041,6965360.302
Q9Y4F1,FARP1,34811576.21,27880182.45,29659239.03,27439359.35,29947589.26
Q86WJ1,CHD1L,16585774.55,20913370.29,24356479.75,24088688.03,21486078.15
P18621,RPL17,321396462.1,297337890.5,255858989.5,255342458.5,282483950.1
O43310,CTIF,1951781.899,1284018.33,1115180.29,1285201.023,1409045.386
Q8IVL6,LEPREL2; P3H3,71794866.71,71267955.01,68300696.8,60580266.61,67985946.28
P52594,AGFG1,18614474.8,19395868.67,17816800.99,15829727.52,17914218
Q2TAL8,QRICH1,7478569.574,9027494.336,8851894.083,7799624.048,8289395.51
Q9NZZ3,CHMP5,18260566.94,15933598.7,13338846.47,12079186.65,14903049.69
O75326,SEMA7A,12769125.81,7554040.92,2142474.79,775927.9824,5810392.375
P13073,COX4I1,192681968,197108154.3,207443777.5,237482212,208679028
Q96SB3,PPP1R9B,6166476.963,3493102.144,4983795.555,4633637.856,4819253.13
Q96I99,SUCLG2,90602040.21,100654399.8,122851697.9,134602360.9,112177624.7
O43776,NARS,143952895.3,186152535.4,192693021.2,192491198.3,178822412.6
Q9H479,FN3K,382979.2032,2287290.919,2633580.223,3017056.164,2080226.627
P23246,SFPQ,812670386.1,624178143.6,501514833.8,484334283.5,605674411.7
Q6RW13,AGTRAP,7200436.118,11000091.95,12355374.91,12378933.61,10733709.15
Q01518,CAP1,540050423.6,485740778,433439415.2,403624796.7,465713853.4
Q9NYK5,MRPL39,16076828.86,16946154.48,19621080.14,20795758.48,18359955.49
O15523,DDX3Y,10908048.01,15024673.03,16065936.04,16299385.43,14574510.63
Q14669,TRIP12,43334546.77,38578572.12,29292245.02,25983718.18,34297270.52
Q9BRA2,TXNDC17,31445636.18,32454639.59,32780179.47,33363037.93,32510873.29
Q13247,SRSF6,133261103,116987831.3,103175390.6,96090558.74,112378720.9
P63208,SKP1,38751649.25,49235206.57,49265033.08,47597780.1,46212417.25
Q8WUA4,GTF3C2,1125315.219,946286.1107,1135603.278,1193186.746,1100097.839
Q15907,RAB11B,208053808.8,230656284.3,203556527.6,195635578.8,209475549.9
Q15678,PTPN14,1867233.401,2216227.648,2117160.204,2165406.371,2091506.906
Q9H267,VPS33B,7566678.035,9698591.866,9997793.041,10818682.35,9520436.324
Q9P032,NDUFAF4,8058992.098,11227198.72,10486238.1,13516281.68,10822177.65
Q9BTY2,FUCA2,9389998.866,13795803.43,15547351.64,14771639.6,13376198.38
Q9NQW6,ANLN,15024387.79,21462805.59,12651937.07,9066362.361,14551373.2
Q9H4I3,TRABD,3230576.68,4533368.829,5911096.721,6145823.107,4955216.334
Q9NPH2,ISYNA1,3498663.321,7170515.952,9561832.026,9589583.567,7455148.717
Q9BPX6,MICU1,11458689.47,13431085.29,14112129.47,14577046.06,13394737.57
P15151,PVR,23806475.98,22465294.58,21084696.39,19256901.45,21653342.1
Q9P015,MRPL15,23863862.18,30327055.16,33181372.22,32903777.31,30069016.72
P53396,ACLY,426908370.5,508791045.3,444379093.8,419074583.8,449788273.4
P24752,ACAT1,178949371.7,206019649.2,230221209.3,280872689.3,224015729.9
Q9H2V7,SPNS1,10313404.75,10338099.93,10729562.57,9687595.344,10267165.65
O14966,RAB7L1; RAB29,4190166.155,6329905.69,6546172.87,6682316.468,5937140.296
P07741,APRT,50649852.5,55572769.42,57729371.27,59770007.32,55930500.13
Q13643,FHL3,1933847.93,1083106.114,784060.2937,827225.3236,1157059.915
Q8TD30,GPT2,329538.0352,282113.2355,271467.0144,322185.1109,301325.849
Q9UBX3,SLC25A10,6494089.017,10038311.12,12274015.32,12365117.83,10292883.32
Q8NBN7,RDH13,35124878.7,12429214.67,7504040.088,9201754.451,16064971.98
Q9Y5L4,TIMM13,18664940.64,32966588.95,37506488.89,39210543.12,32087140.4
Q96F86,EDC3,2840264.896,3779710.152,3895761.089,3661711.257,3544361.848
O00151,PDLIM1,224064762.3,238636787,246378952.6,238377784.9,236864571.7
Q9NRY4,ARHGAP35,3189120.485,3405239.162,4435614.599,4027183.376,3764289.406
O95248,SBF1,1468142.956,2470712.345,1894727.868,2594370.082,2106988.313
Q92841,DDX17,420762503.5,436646073,406981378.2,378586486.2,410744110.2
Q92743,HTRA1,598271.0484,922019.2828,1364678.88,1570643.905,1113903.279
Q24JP5,TMEM132A,2683991.306,2832303.834,2011176.108,1788266.406,2328934.414
Q13501,SQSTM1,109250084.7,99142125.06,55894285.82,36119834.52,75101582.52
Q9BTM9,URM1,434337.3956,706793.1098,737726.4519,638436.6445,629323.4005
Q15418,RPS6KA1,532085.0194,862623.3971,1833216.01,1916159.73,1286021.039
O95487,SEC24B,24048141.7,27891459.8,30846563.21,28427235.81,27803350.13
O95999,BCL10,244485.3857,6057.531384,0,0,62635.72928
P28715,ERCC5,795432.5137,882628.4974,856550.6368,651495.0572,796526.6763
Q9NYU1,UGGT2,8860364.469,8717787.757,9330981.103,9152555.146,9015422.119
Q9P0K7,RAI14,123524260.3,98735372.16,88613329.67,89443027.04,100078997.3
O95218,ZRANB2,13557488.59,12194078.49,12368979.14,8605241.737,11681446.99
P36871,PGM1,72713951.57,102846345.1,113539780.7,122133621.4,102808424.7
Q8N5M1,ATPAF2,651228.9934,992969.9578,1293853.212,1528004.87,1116514.258
Q86YH6,PDSS2,1565072.264,1893188.452,2741676.148,2949656.202,2287398.267
P62910,RPL32,115663000.5,92565709.26,70560309.99,73003232.09,87948062.96
P04150,NR3C1,5115620.687,4871615.223,4520829.334,4088305.114,4649092.589
Q8TCB0,IFI44,2829537.09,3000172.519,3798397.725,2665860.093,3073491.857
Q8IW45,CARKD; NAXD,3115664.787,3582203.754,4753768.06,6045684.913,4374330.378
Q9Y2Z0,SUGT1,55126884.95,61324785.21,55765269.01,57209685.21,57356656.1
Q9Y6I9,TEX264,17095375.07,19285028.85,14624974.64,12453114.83,15864623.35
P08243,ASNS,60510185.96,54591301.83,68362791.74,100752933.8,71054303.33
Q9NS00,C1GALT1,2003313.377,1449138.296,1197634.191,1370070.159,1505039.006
Q9UJA5,TRMT6,6794751.878,7411647.112,7918886.323,7546834.453,7418029.942
Q9NPA0,EMC7,26651447.41,32623481.3,38442297.24,34227461.7,32986171.91
Q14534,SQLE,3670984.819,6369323.958,6360481.997,6024487.054,5606319.457
P49795,RGS19,1485917.619,1970694.776,1951932.922,1616304.299,1756212.404
P15559,NQO1,209344924.3,175379020.3,150916775.2,135833893,167868653.2
Q4ADV7,KIAA1432; RIC1,431952.3633,336615.8935,398570.4073,387336.4885,388618.7881
Q5VV42,CDKAL1,2444956.396,2000983.69,2002386.291,1867310.561,2078909.234
Q13162,PRDX4,491575606.2,602536498.6,683363817,700969856.4,619611444.5
Q99650,OSMR,3568724.851,2673290.657,1833292.022,1080128.551,2288859.02
O75396,SEC22B,192722958.5,143425630,144651363.5,153712126.1,158628019.5
Q16352,INA,13252039.86,14804072.91,15537049.14,14187188.37,14445087.57
Q02241,KIF23,14965505.2,18006803.99,10469532.58,7854162.605,12824001.1
Q8IYB8,SUPV3L1,21736547.06,29472594.7,36360376.4,41011671.98,32145297.53
Q9UMY1,NOL7,5792131.194,6052707.777,5649196.044,5063390.162,5639356.294
O95433,AHSA1,74895192.98,93107705.4,91833964.48,83883304.27,85930041.78
Q9BQC3,DPH2,669627.3255,884456.8679,852506.8648,1009962.532,854138.3974
P63241,EIF5A,329282678.2,362704889.9,336346309,329313343.4,339411805.1
Q49A26,GLYR1,10953724.82,13368972.55,15066486.69,14982143.73,13592831.95
P09493,TPM1,152293823,68728875.47,57716991.94,67894144.57,86658458.74
Q9BVM2,DPCD,769170.1283,1093719.927,1288523.572,1394617.864,1136507.873
P12956,XRCC6,519717788.2,575985030.9,595737549.7,615467860.6,576727057.3
P53992,SEC24C,72023301.3,76336462.23,76799365.71,81341235.4,76625091.16
P52597,HNRNPF,109846316.1,104155847.9,96145147.95,89412405.1,99889929.27
Q9NV70,EXOC1,12686002.75,16784810.93,17813000.8,16111429.38,15848810.97
Q86VS8,HOOK3,20961879.08,19940309.3,16944059.42,17264644.04,18777722.96
Q14004,CDK13,2642695.371,2635700.968,2310858.008,1442812.123,2258016.617
Q5C9Z4,NOM1,890815.6967,744545.8319,549405.5307,518936.0545,675925.7785
P36639,NUDT1,5675695.614,5591463.769,4840462.329,5048816.686,5289109.599
Q8NI22,MCFD2,28008560.77,35107176.61,35303137.65,38454953.27,34218457.07
O00622,CYR61,8483808.769,2385688.828,1999027.743,1794410.599,3665733.985
P62937,PPIA,1064789248,1428491738,1583466242,1595711456,1418114671
Q969J3,LOH12CR1; BORCS5,1069102.408,1354746.107,1565828.897,1225459.032,1303784.111
Q69YN2,CWF19L1,2286941.65,2607662.349,3033466.501,2769757.913,2674457.103
Q9BTW9,TBCD,14707245.22,19060307.73,18254393.72,20092247.18,18028548.46
Q9NPL8,TIMMDC1,2864026.197,2983921.311,2934987.762,2805776.101,2897177.843
P46778,RPL21,194497440.3,220194099.9,206068000,209265334,207506218.5
P35268,RPL22,265443517.5,276965595.2,243478625.2,235493888.6,255345406.6
O00743,PPP6C,17787638.42,20312949.48,19044939.95,18033867.48,18794848.83
Q71RG4,TMUB2,1598731.636,1818868.832,1944440.921,2013151.251,1843798.16
P41240,CSK,14203120.32,13570393.81,12789431.67,12842334.97,13351320.19
P62310,LSM3,11275044.41,15449650.92,17199561.21,19752138.67,15919098.8
O75420,GIGYF1,0,1718615.016,1593172.463,1930783.615,1310642.773
Q9H074,PAIP1,27293179.91,33477421.5,31316758.24,30488410.74,30643942.6
Q02318,CYP27A1,1046551.965,2244902.709,2832777.073,2986843.106,2277768.713
Q9UMS6,SYNPO2,650877.7181,560739.7382,487903.5687,0,424880.2562
P49754,VPS41,7810598.347,5930028.316,8362577.884,9259627.115,7840707.916
Q9BRQ8,AIFM2,10380198.29,11199427.16,11133368.73,9799124.093,10628029.57
Q8WW01,TSEN15,2137465.575,2880397.993,2982770.798,2539467.614,2635025.495
Q6Y288,B3GALTL; B3GLCT,3644157.291,4865061.813,5505251.974,5056431.303,4767725.595
O60437,PPL,863483.4654,9313919.144,12290511.23,11961208.1,8607280.486
P78347,GTF2I,97206026.79,99568716.62,91094778.47,86838596.06,93677029.49
Q6YN16,HSDL2,20182022.97,13960550.31,14995217.19,17112464.95,16562563.86
O15397,IPO8,7600905.04,8396627.213,7948418.192,7713496.357,7914861.7
Q9Y262,EIF3L,257077991.1,261356059.6,255966058.9,259604520.5,258501157.5
P18074,ERCC2,3715872.488,5059172.927,6260417.235,6659735.84,5423799.622
Q53FT3,C11orf73; HIKESHI,5959018.611,4752813.963,6354591.371,6732438.616,5949715.64
Q7Z5K2,WAPAL; WAPL,4512591.987,4813200.19,4610479.018,4017269.743,4488385.234
Q5TAQ9,DCAF8,4958495.644,5519269.895,8439585.299,8847122.566,6941118.351
P35269,GTF2F1,15544258.46,18288587.58,18090608.23,16545711.98,17117291.56
P08134,RHOC,18288552.04,24194701.55,28141044.41,28808734.65,24858258.16
Q13488,TCIRG1,40685855.3,42714741.95,41520176.68,43180560.07,42025333.5
P51572,BCAP31,154482199.5,108567076.5,77004687.33,80246955.29,105075229.7
Q93052,LPP,59295666.38,48849803.76,43518305.53,46686481.19,49587564.21
Q9UHB6,LIMA1,150345657.7,114471716,85100595.27,75190177.31,106277036.6
P35625,TIMP3,8430250.284,5197063.31,5782888.38,4714507.609,6031177.396
P25705,ATP5A1,1493168986,1721425332,1913366075,2226697870,1838664566
P06576,ATP5B,1446833654,1924450948,2401001268,2566955786,2084810414
Q16134,ETFDH,7794533.794,9872086.653,15041743.9,18701060.3,12852356.16
P13693,TPT1,206691910.1,175242928.3,142436913.2,159675385.5,171011784.3
Q96IP4,FAM46A,1605733.658,519816.0255,519840.3895,320605.0974,741498.7926
Q9UM11,FZR1,0,1396137.686,825802.6978,215551.604,609372.997
Q96SQ9,CYP2S1,2307326.037,3341298.593,4091008.6,5346636.439,3771567.417
P30622,CLIP1,56920905.56,52219989.38,46838991.95,48538593.43,51129620.08
Q9P0J0,NDUFA13,25789193.35,28622008.4,35780098.38,38303952.59,32123813.18
Q9NRG0,CHRAC1,1643610.798,1863614.227,1656202.476,424673.3649,1397025.216
P22314,UBA1,554567982.7,647081558.3,720454462.9,711453365.9,658389342.4
P21359,NF1,5803921.325,6935684.607,6489690.56,5760105.656,6247350.537
O94923,GLCE,5526655.564,4404489.208,2783948.003,2061631.709,3694181.121
P40818,USP8,7501920.769,9387100.402,8392130.235,8388824.731,8417494.034
Q9NW13,RBM28,6484496.409,3885836.792,3856171.189,3156511.134,4345753.881
Q96FJ0,STAMBPL1,2852299.532,2670172.028,3446987.25,2050453.975,2754978.196
O43920,NDUFS5,18907600.26,25280274.21,31567439.07,34730796.33,27621527.47
Q9UHB4,NDOR1,418746.5281,657401.4802,782411.6227,196674.1461,513808.4443
P22681,CBL,10299409.53,11332903.85,11159596.84,10525451.64,10829340.46
Q9H910,HN1L; JPT2,13783523.75,17474995.43,14411356.03,14657542.74,15081854.49
O95159,ZFPL1,10751030.69,10067263.45,8728011.42,8772811.168,9579779.182
P20226,TBP,857675.3465,1385773.863,1584757.685,914753.0048,1185739.975
P27487,DPP4,103178458.3,106446749.2,136668086.5,160915710.7,126802251.2
Q99447,PCYT2,11738874.03,11719046.6,9942040.521,9950655.094,10837654.06
Q9GZY8,MFF,13925678.16,15772840.52,14927853.05,12597091.73,14305865.87
Q9UG56,PISD,3100822.811,6090590.62,5683540.225,4720195.538,4898787.298
Q5TEJ8,THEMIS2,2445990.941,2224519.385,1778923.721,1369808.186,1954810.558
Q9UM54,MYO6,49083729.7,56502711.92,63339615.23,66927814.67,58963467.88
Q07617,SPAG1,514390.6521,919429.9454,1027241.369,1012702.354,868441.0802
Q13206,DDX10,5531849.291,4667634.558,5413889.761,2838500.912,4612968.631
Q92574,TSC1,2438592.896,2582969.522,4756998.171,4504851.425,3570853.003
Q32P41,TRMT5,2569056.278,2961589.329,3635665.327,3428270.783,3148645.429
P27824,CANX,1008390555,1030037390,1048747281,982579578.5,1017438701
O75787,ATP6AP2,21941319.73,28767634.06,24695779.25,24368487.62,24943305.17
O14874,BCKDK,655571.9144,1036626.869,1683739.969,1620809.317,1249187.017
O95363,FARS2,2037386.863,2491878.296,3143859.553,3403967.03,2769272.935
P55011,SLC12A2,4257802.213,4215230.479,4103121.29,3338139.987,3978573.492
Q13164,MAPK7,443682.5245,654982.5939,849164.6736,801097.2072,687231.7498
Q8TAD7,C12orf75,6895605.092,4879963.925,4163237.153,3227990.379,4791699.137
Q9Y6N7,ROBO1,1644171.638,1273188.495,2680053.157,3292763.327,2222544.154
Q9NUQ9,FAM49B,18444245.18,23354196.44,28522646.52,29487407.63,24952123.94
Q9NZN5,ARHGEF12,7554140.276,7424636.253,5836608.671,8299388.127,7278693.332
Q9BQS8,FYCO1,18053381.22,14547606.07,13062056.55,14996723.71,15164941.89
Q96EK5,KIAA1279; KIF1BP,12911411.8,16521759.22,15430387.94,13738974.74,14650633.43
Q8NBJ7,SUMF2,45328162.21,55201171.36,62931792.22,56981745.72,55110717.88
Q9GZT8,NIF3L1,6045786.696,9973614.221,11086850.89,9598600.5,9176213.077
Q96P48,ARAP1,3337916.749,5879443.09,6198425.473,5964603.166,5345097.119
Q86U90,YRDC,1664477.44,918980.072,423904.0904,425353.6415,858178.8111
P62256,UBE2H,6646327.805,9318021.311,9972163.462,9607671.332,8886045.978
Q92747,ARPC1A,76607815.67,67457729.52,56720481.27,57367964.12,64538497.64
Q8WYP3,RIN2,242666.6994,0,0,504718.7159,186846.3538
Q9P2D3,HEATR5B,724965.1861,1031881.71,1407019.118,1137463.127,1075332.285
P04843,RPN1,812305345.6,830387655.4,854015489.1,816818107.7,828381649.5
O95479,H6PD,24546232.26,24792199.61,29466345.28,33420485.27,28056315.61
Q8N128,FAM177A1,32564093.92,36020625.12,27783820.61,32436144.67,32201171.08
Q9C0B5,ZDHHC5,4108118.801,4182634.167,3741809.102,3249507.77,3820517.46
Q8IVF2,AHNAK2,61375434.51,97175701.17,96011196.28,84908313.21,84867661.29
O60341,KDM1A,22419152.7,30761925.27,30250500.46,28048928.45,27870126.72
O15514,POLR2D,3035309.316,4109411.616,4412304.959,4152262.418,3927322.077
O75792,RNASEH2A,31504598.62,39881671.42,41166898.16,72059130.93,46153074.78
P24386,CHM,0,0,0,347577.811,86894.45274
Q99986,VRK1,11054875.36,17129662.91,15952364.26,14803874.14,14735194.17
P31937,HIBADH,32478720,35385490.91,45056054.89,48331527.71,40312948.38
Q96QR8,PURB,13242290.82,12687289.65,13489936.24,13703749.14,13280816.46
P14866,HNRNPL,386599497.1,402382169.7,411720632,361620365.3,390580666
Q9UBU8,MORF4L1,8770492.21,10211225.42,9117160.798,9341986.406,9360216.209
Q9UG63,ABCF2,73490704.13,67844353.87,53189052.06,50736135.59,61315061.41
P98082,DAB2,61174177.23,52693357.83,50397986.9,48089318.08,53088710.01
Q9NZ43,USE1,4661439.79,6252460.965,8011571.787,8281433.277,6801726.455
Q8WWN8,ARAP3,386881.6158,589767.2378,701164.2483,577813.2756,563906.5944
Q9HCH5,SYTL2,7410274.176,8422844.632,8572154.947,7724159.846,8032358.4
P42858,HTT,5479567.819,7535812.866,7845630.919,8108487.087,7242374.673
P46459,NSF,142836252.7,143714094.7,133771227.1,140175439.4,140124253.5
O95817,BAG3,41003740.66,47391102.51,40126094.18,43272502.6,42948359.99
O00213,APBB1,1443685.593,2017193.117,1887296.679,1662224.863,1752600.063
P04080,CSTB,72727280.78,124889647.8,154472813.4,161179599.6,128317335.4
Q96L92,SNX27,19967266.66,24289342.02,23467305.03,22475394.32,22549827.01
Q4L180,FILIP1L,17377965.08,13388744.53,16181658.27,14992111.48,15485119.84
Q96HE7,ERO1L; ERO1A,128983922.3,188124935.5,210305628.6,199940881.2,181838841.9
Q93063,EXT2,10157500.83,10460066.67,8211819.982,6795198.943,8906146.605
Q9UKK9,NUDT5,44803379.75,50835481.51,49869914.99,58226227.36,50933750.9
P48651,PTDSS1,9415024.636,10599872.27,13158208.82,12483784.78,11414222.63
P12931,SRC,6412775.979,6515944.493,6048908.402,5204254.075,6045470.737
P38117,ETFB,123775406.6,125427559.5,149569750.2,185887533.4,146165062.4
Q99470,SDF2,20562996.91,26644120.81,31188346.71,31919052.91,27578629.34
P17931,LGALS3,328255201.8,360979733.5,380876006.7,415743107.9,371463512.5
Q9NP92,MRPS30,11417056.02,11946800.27,13295182.97,11626182.82,12071305.52
Q9H4A6,GOLPH3,10140475.94,10309401.1,9097213.759,8481452.463,9507135.816
Q16611,BAK1,5633853.649,10074503.9,12289946.45,13909954.39,10477064.6
Q9UKF6,CPSF3,10960974.77,14491039.17,15622157.88,15731588.39,14201440.05
Q9C0C9,UBE2O,10330356.22,12636652.18,14486280.93,13391060.04,12711087.34
Q567U6,CCDC93,14996536.52,15180662.72,11792826.76,14047901.4,14004481.85
O75367,H2AFY,107014168.7,119093455.9,123546200.7,134342968.4,120999198.5
P00338,LDHA,1189219785,1453280426,1338415604,1275458265,1314093520
P08123,COL1A2,164208787,50262465.91,51674814,50908263.49,79263582.61
P53384,NUBP1,4521397.957,6112444.404,5621917.887,6076992.026,5583188.068
P13861,PRKAR2A,64617108.78,51636953.78,47336627.46,48411325.05,53000503.77
Q5M775,SPECC1,10243863.81,10018551.87,9869006.987,8244937.814,9594090.121
Q13976,PRKG1,8532410.626,9749741.307,10109771.43,10668219.56,9765035.731
P16070,CD44,775315187.6,581949160.5,577180175.9,506351880.8,610199101.2
P0DMV9,HSPA1A; HSPA1B,662708886.2,973862012.5,1015761449,1048332723,925166267.7
P09669,COX6C,79959729.73,112434445.2,130073695.9,148433371.9,117725310.7
Q9H0R6,QRSL1,1946922.041,2549268.026,2586431.311,1829335.416,2227989.199
Q86V81,ALYREF,118653867.9,131565068.1,133960443.8,131989796,129042293.9
Q8IZ73,RPUSD2,1294853.852,1794574.997,2054786.916,1903186.944,1761850.677
Q96Q15,SMG1,2001507.882,2262075.403,2024544.203,1768967.247,2014273.684
P82663,MRPS25,4987085.078,7314290.869,8442915.861,7617104.45,7090349.065
P35556,FBN2,1453176.458,1625175.442,2916477.015,3737368.506,2433049.355
Q9Y3P9,RABGAP1,16604518.62,16089885.27,15483885.88,16715008.58,16223324.59
Q6ZXV5,TMTC3,21095582.82,19585210.92,18699020.26,20481731.32,19965386.33
Q9H0H0,INTS2,702573.8096,636543.3986,349494.7944,0,422153.0007
Q9H9J2,MRPL44,20432653.86,24022167.67,28784026.16,30020196.12,25814760.95
Q9NWT6,HIF1AN,3157202.716,4226805.406,4225544.665,4130365.25,3934979.509
Q96HR3,MED30,1419298.393,2524921.778,2107936.418,2433453.792,2121402.595
Q8NB49,ATP11C,6560022.022,6245937.273,7057941.468,6355505.279,6554851.511
Q8NEZ5,FBXO22,2483405.662,3040039.922,3551981.027,2984135.386,3014890.499
Q9BXS4,TMEM59,9763353.812,8738426.75,5393848.685,3037900.817,6733382.516
O00469,PLOD2,146756967.1,173161707.1,149854644.3,129236039.4,149752339.5
Q09161,NCBP1,46936142.73,61084345.07,59096268.06,60808992.67,56981437.13
Q7LGA3,HS2ST1,5304700.289,4666088.699,4064776.178,6454910.074,5122618.81
P42785,PRCP,44090131.48,49398708.65,57454517.81,63211894.18,53538813.03
Q6P087,RPUSD3,197365.1386,317202.6115,407843.49,278439.6325,300212.7181
Q9NX46,ADPRHL2,23039283.51,31309629.71,32866545.82,32777547.34,29998251.59
Q5T8D3,ACBD5,2322352.119,3498278.939,3102568.562,3194171.549,3029342.792
Q14108,SCARB2,182240403.4,225146404.1,241232316.1,234540567.7,220789922.8
Q6GMV2,SMYD5,1573859.222,2099257.185,2246902.535,2655423.352,2143860.574
P14635,CCNB1,3798488.157,8293757.774,7164649.511,4507764.215,5941164.914
Q9HCU5,PREB,15404487.34,18674495.23,20908895.51,22102860.05,19272684.53
Q02218,OGDH,109870076.6,143031407.3,175819990.7,180185375.2,152226712.4
Q6P1N0,CC2D1A,7202977.092,12318601.38,10833317.11,11026226.27,10345280.46
Q9UGR2,ZC3H7B,8645452.807,6534815.133,6277086.076,6032221.431,6872393.862
