accession,genename,GOIDs,localizations,organism,type
P16403,HIST1H1C,GO:0000122; GO:0000786; GO:0000790; GO:0003690; GO:0003723; GO:0005634; GO:0005719; GO:0006334; GO:0006355; GO:0016584; GO:0030261; GO:0031490; GO:0031492; GO:0031936; GO:0035327; GO:0045910; GO:0080182; GO:0098532,Nucleus; Chromosome,Homo sapiens (Human),Background Only
Q9NX24,NHP2,GO:0000469; GO:0000470; GO:0000784; GO:0003723; GO:0005654; GO:0005697; GO:0005732; GO:0007004; GO:0031118; GO:0031120; GO:0031429; GO:0034513; GO:0070034; GO:0072589; GO:0090661; GO:1904874,Nucleus; Nucleolus; Cajal body,Homo sapiens (Human),Background Only
Q9BTT4,MED10,GO:0000151; GO:0003712; GO:0005634; GO:0005654; GO:0006367; GO:0016592; GO:0019827; GO:0045944; GO:0061630,Nucleus,Homo sapiens (Human),Background Only
Q9P2D0,IBTK,GO:0001933; GO:0005654; GO:0005737; GO:0016020; GO:0019901; GO:0030292; GO:0051209,Cytoplasm; Membrane; Nucleus,Homo sapiens (Human),Background Only
Q9Y5W7,SNX14,GO:0005764; GO:0005765; GO:0005770; GO:0015031; GO:0016021; GO:0030425; GO:0031902; GO:0080025; GO:0097352,Lysosome membrane; Late endosome membrane; Cell projection; Dendrite,Homo sapiens (Human),Background Only
P62701,RPS4X,GO:0000184; GO:0003723; GO:0003735; GO:0005654; GO:0005829; GO:0005840; GO:0005844; GO:0005925; GO:0006412; GO:0006413; GO:0006614; GO:0007275; GO:0008284; GO:0015935; GO:0016020; GO:0019083; GO:0019843; GO:0022627; GO:0036464; GO:0045202; GO:0045471; GO:0045727; GO:0070062; GO:1990904,Cytoplasm,Homo sapiens (Human),Background Only
Q9NV06,DCAF13,GO:0000462; GO:0003723; GO:0005634; GO:0005654; GO:0005730; GO:0005813; GO:0005829; GO:0006364; GO:0016567; GO:0030054; GO:0030331; GO:0032040; GO:0043687; GO:0080008,Nucleus; Nucleolus,Homo sapiens (Human),Background Only
P30536,TSPO,GO:0005497; GO:0005741; GO:0005783; GO:0006626; GO:0006700; GO:0006783; GO:0006820; GO:0006821; GO:0006869; GO:0007568; GO:0008202; GO:0008347; GO:0008503; GO:0010042; GO:0010266; GO:0010940; GO:0014012; GO:0015485; GO:0016021; GO:0030325; GO:0031397; GO:0032374; GO:0032570; GO:0032720; GO:0033574; GO:0042127; GO:0043065; GO:0044325; GO:0045019; GO:0048266; GO:0050810; GO:0051901; GO:0051928; GO:0060242; GO:0060252; GO:0060253; GO:0070062; GO:0071222; GO:0071294; GO:0071476; GO:0072656; GO:1903147; GO:1903579; GO:2000379,Mitochondrion membrane,Homo sapiens (Human),Background Only
Q8IUW5,RELL1,GO:0005886; GO:0015630; GO:0016021; GO:1900745,Cell membrane,Homo sapiens (Human),Background Only
Q8N357,SLC35F6,GO:0005654; GO:0005739; GO:0005765; GO:0005829; GO:0008284; GO:0016021; GO:0022857; GO:0043231; GO:0070062; GO:1901029,Mitochondrion; Lysosome membrane,Homo sapiens (Human),Background Only
Q15032,R3HDM1,GO:0003723,,Homo sapiens (Human),Background Only
Q969G6,RFK,GO:0005524; GO:0005737; GO:0005829; GO:0006771; GO:0006915; GO:0008531; GO:0009231; GO:0009398; GO:0033864; GO:0046872; GO:0072593,Cytoplasm,Homo sapiens (Human),Background Only
Q00796,SORD,GO:0000721; GO:0003939; GO:0005615; GO:0005829; GO:0006006; GO:0006062; GO:0006970; GO:0008270; GO:0009725; GO:0016020; GO:0019640; GO:0030246; GO:0030317; GO:0031514; GO:0031667; GO:0031966; GO:0042493; GO:0042802; GO:0046370; GO:0046526; GO:0046686; GO:0046688; GO:0050255; GO:0051160; GO:0051164; GO:0051287; GO:0070062,Mitochondrion membrane; Cell projection; Cilium; Flagellum,Homo sapiens (Human),Background Only
Q6IBW4,NCAPH2,GO:0000793; GO:0000796; GO:0003682; GO:0005634; GO:0005654; GO:0007076; GO:0010032; GO:0016020; GO:0030054; GO:0033077; GO:0045171; GO:0051276; GO:0051306; GO:0051309,Nucleus; Chromosome,Homo sapiens (Human),Background Only
Q9HAH7,FBRS,,,Homo sapiens (Human),Background Only
O14841,OPLAH,GO:0005524; GO:0005829; GO:0006749; GO:0006750; GO:0017168,,Homo sapiens (Human),Background Only
Q9NTJ5,SACM1L,GO:0000139; GO:0004438; GO:0005783; GO:0005789; GO:0005794; GO:0006661; GO:0016791; GO:0030176; GO:0032281; GO:0034593; GO:0034596; GO:0043812; GO:0046856,Endoplasmic reticulum membrane,Homo sapiens (Human),Background Only
Q15172,PPP2R5A,GO:0000159; GO:0000775; GO:0004721; GO:0005634; GO:0005737; GO:0005813; GO:0005829; GO:0006470; GO:0007165; GO:0016020; GO:0019888; GO:0019900; GO:0030018; GO:0031430; GO:0031952; GO:0035307; GO:0072542; GO:0090219; GO:1903077,Cytoplasm; Nucleus; Chromosome; Centromere,Homo sapiens (Human),Background Only
O14497,ARID1A,GO:0000122; GO:0000790; GO:0001704; GO:0001843; GO:0003205; GO:0003408; GO:0003677; GO:0003713; GO:0005634; GO:0005654; GO:0006337; GO:0006338; GO:0006344; GO:0006357; GO:0007566; GO:0016514; GO:0016922; GO:0019827; GO:0030520; GO:0030521; GO:0030900; GO:0031491; GO:0035060; GO:0042766; GO:0042921; GO:0043044; GO:0045893; GO:0048096; GO:0055007; GO:0060674; GO:0071564; GO:0071565; GO:1901998,Nucleus,Homo sapiens (Human),Background Only
Q16540,MRPL23,GO:0001650; GO:0003723; GO:0003735; GO:0005739; GO:0005743; GO:0005762; GO:0006412; GO:0032543; GO:0070125; GO:0070126,Mitochondrion,Homo sapiens (Human),Background Only
Q9Y6D6,ARFGEF1,GO:0000139; GO:0005085; GO:0005086; GO:0005654; GO:0005730; GO:0005794; GO:0005802; GO:0005829; GO:0006887; GO:0007030; GO:0010256; GO:0015031; GO:0016192; GO:0016363; GO:0017022; GO:0030532; GO:0030837; GO:0031175; GO:0032012; GO:0034237; GO:0034260; GO:0043547; GO:0048471; GO:0051897; GO:0090284; GO:0090303; GO:2000114,Cytoplasm; Perinuclear region; Golgi apparatus; trans-Golgi network; Nucleus; Nucleolus; Nucleus matrix; Membrane,Homo sapiens (Human),Background Only
Q9BYJ9,YTHDF1,GO:0002376; GO:0002577; GO:0003723; GO:0005737; GO:0007612; GO:0007613; GO:0043022; GO:0045727; GO:0045948; GO:1900271; GO:1902667; GO:1990247,Cytoplasm,Homo sapiens (Human),Background Only
P09603,CSF1,GO:0001954; GO:0002158; GO:0002931; GO:0003006; GO:0005125; GO:0005157; GO:0005576; GO:0005615; GO:0005788; GO:0005886; GO:0006954; GO:0007169; GO:0008083; GO:0008283; GO:0008284; GO:0010628; GO:0010743; GO:0010744; GO:0010759; GO:0016020; GO:0016021; GO:0019221; GO:0030097; GO:0030154; GO:0030225; GO:0030278; GO:0030316; GO:0030335; GO:0032270; GO:0032946; GO:0038145; GO:0040018; GO:0042117; GO:0042488; GO:0042802; GO:0042803; GO:0043687; GO:0044267; GO:0045087; GO:0045651; GO:0045657; GO:0045672; GO:0045860; GO:0046579; GO:0048471; GO:0048873; GO:0060444; GO:0060611; GO:0060763; GO:0061518; GO:1901215; GO:1902228; GO:1904141; GO:1990682,Cell membrane; Secreted; Extracellular space,Homo sapiens (Human),Background Only
Q9H9B4,SFXN1,GO:0005739; GO:0006730; GO:0006826; GO:0015194; GO:0015825; GO:0030218; GO:0031305; GO:0042942; GO:0042945; GO:0140300,Mitochondrion inner membrane,Homo sapiens (Human),Background Only
Q99698,LYST,GO:0005737; GO:0007040; GO:0015031; GO:0015630; GO:0030595; GO:0032438; GO:0032510; GO:0033364; GO:0042267; GO:0042742; GO:0042832; GO:0043473; GO:0051607,Cytoplasm,Homo sapiens (Human),Background Only
Q9P0V3,SH3BP4,GO:0005092; GO:0005634; GO:0005737; GO:0005905; GO:0006897; GO:0008285; GO:0010508; GO:0017016; GO:0030136; GO:0030308; GO:0032007; GO:0034260; GO:0042802; GO:0050790; GO:0061462; GO:0070062; GO:0071230,Membrane; Clathrin-coated pit; Cytoplasmic vesicle; Clathrin-coated vesicle; Nucleus,Homo sapiens (Human),Background Only
Q7Z5L2,R3HCC1L,,,Homo sapiens (Human),Background Only
Q9UKZ1,CNOT11,GO:0000289; GO:0005634; GO:0005829; GO:0006417; GO:0006977; GO:0008283; GO:0030014; GO:0031047,Cytoplasm; Nucleus,Homo sapiens (Human),Background Only
Q9UHQ9,CYB5R1,GO:0002576; GO:0004128; GO:0005739; GO:0005789; GO:0005886; GO:0015701; GO:0016020; GO:0016021; GO:0016126; GO:0031092; GO:0070062; GO:0071949,Membrane,Homo sapiens (Human),Background Only
Q92541,RTF1,GO:0000122; GO:0001711; GO:0001832; GO:0003697; GO:0003723; GO:0005654; GO:0005730; GO:0006366; GO:0006368; GO:0016055; GO:0016567; GO:0016593; GO:0019827; GO:0032968; GO:0045944; GO:0051571; GO:0080182; GO:1990269,Nucleus; Nucleoplasm,Homo sapiens (Human),Background Only
Q15070,OXA1L,GO:0005739; GO:0005746; GO:0005759; GO:0009060; GO:0031305; GO:0031966; GO:0032592; GO:0032780; GO:0032977; GO:0032979; GO:0032981; GO:0032991; GO:0033615; GO:0033617; GO:0042803; GO:0051205; GO:0051262; GO:0051354; GO:0055114; GO:0065003; GO:0070125; GO:0070126; GO:0097177,Mitochondrion inner membrane,Homo sapiens (Human),Both
Q9NZM5,NOP53,GO:0000027; GO:0000122; GO:0001650; GO:0001932; GO:0002039; GO:0003723; GO:0005654; GO:0005730; GO:0005829; GO:0006281; GO:0006364; GO:0006974; GO:0007095; GO:0008097; GO:0014067; GO:0031333; GO:0032435; GO:0032436; GO:0039535; GO:0042802; GO:0042981; GO:0043231; GO:0050821; GO:0051726; GO:0051898; GO:0071456; GO:1901796; GO:1901797; GO:1901837; GO:1902570; GO:1903006; GO:1903715; GO:1990173,Nucleus; Nucleolus; Nucleoplasm,Homo sapiens (Human),Background Only
P49588,AARS,GO:0000049; GO:0002161; GO:0002196; GO:0004813; GO:0005524; GO:0005737; GO:0005739; GO:0005829; GO:0006400; GO:0006418; GO:0006419; GO:0008033; GO:0008270; GO:0016020; GO:0016597; GO:0021680; GO:0043524; GO:0045182; GO:0050885; GO:0070062; GO:0140018,Cytoplasm,Homo sapiens (Human),Background Only
P57682,KLF3,GO:0000122; GO:0000790; GO:0000977; GO:0000981; GO:0003700; GO:0005634; GO:0005654; GO:0006357; GO:0007275; GO:0046872; GO:1901653,Nucleus,Homo sapiens (Human),Background Only
Q96IY1,NSL1,GO:0000070; GO:0000444; GO:0000777; GO:0005654; GO:0005829; GO:0016607; GO:0051301,Nucleus; Chromosome; Centromere; Kinetochore,Homo sapiens (Human),Background Only
O43772,SLC25A20,GO:0001701; GO:0005739; GO:0005743; GO:0005829; GO:0006853; GO:0015227; GO:0016021,Mitochondrion inner membrane,Homo sapiens (Human),Background Only
P51570,GALK1,GO:0004335; GO:0005524; GO:0005534; GO:0005737; GO:0005829; GO:0006012; GO:0016020; GO:0019388; GO:0019402; GO:0033499; GO:0061623; GO:0070062,,Homo sapiens (Human),Background Only
P40424,PBX1,GO:0000790; GO:0000978; GO:0000981; GO:0001228; GO:0001658; GO:0003677; GO:0003700; GO:0005634; GO:0005654; GO:0005737; GO:0006694; GO:0007221; GO:0007548; GO:0008134; GO:0008284; GO:0009952; GO:0009954; GO:0010971; GO:0030278; GO:0030325; GO:0030326; GO:0035019; GO:0035162; GO:0043433; GO:0045665; GO:0046982; GO:0048536; GO:0048538; GO:0048706; GO:0090575,Nucleus,Homo sapiens (Human),Background Only
Q86WN1,FCHSD1,GO:0007274; GO:0008289; GO:0030833; GO:0030838; GO:0031594; GO:0032437; GO:0042995; GO:0043204; GO:0044803; GO:0055037,Cytoplasm; Perikaryon; Cell projection; Cytoplasmic vesicle,Homo sapiens (Human),Background Only
Q9H920,RNF121,GO:0000139; GO:0005789; GO:0016021; GO:0030433; GO:0030968; GO:0046872; GO:0061630,Membrane,Homo sapiens (Human),Background Only
Q96PU5,NEDD4L,GO:0000122; GO:0000209; GO:0003254; GO:0004842; GO:0005654; GO:0005737; GO:0005771; GO:0005794; GO:0005829; GO:0006511; GO:0006513; GO:0006814; GO:0006883; GO:0007588; GO:0010038; GO:0015459; GO:0016567; GO:0017080; GO:0019058; GO:0019870; GO:0019871; GO:0030104; GO:0031647; GO:0034220; GO:0034765; GO:0042176; GO:0042391; GO:0043161; GO:0044325; GO:0045732; GO:0045807; GO:0048814; GO:0060306; GO:0061630; GO:0070062; GO:0070936; GO:0086005; GO:1901016; GO:1901017; GO:1901380; GO:1902306; GO:1903861; GO:2000009; GO:2000650; GO:2001288,Cytoplasm; Golgi apparatus; Endosome; Multivesicular body,Homo sapiens (Human),Background Only
P86790,CCZ1B,GO:0005765; GO:0005829; GO:0016192; GO:0016235; GO:0035658; GO:0043231,Lysosome membrane,Homo sapiens (Human),Background Only
Q9HB19,PLEKHA2,GO:0001954; GO:0001968; GO:0005634; GO:0005737; GO:0005886; GO:0006661; GO:0016020; GO:0030165; GO:0032991; GO:0043236; GO:0043325,Cytoplasm; Cell membrane; Nucleus,Homo sapiens (Human),Background Only
Q96CX2,KCTD12,GO:0003723; GO:0030054; GO:0042734; GO:0042802; GO:0045211; GO:0051260,Cell junction; Synapse; Presynaptic cell membrane; Postsynaptic cell membrane,Homo sapiens (Human),Background Only
O43707,ACTN4,GO:0000977; GO:0001666; GO:0001725; GO:0001882; GO:0002576; GO:0003713; GO:0003723; GO:0003779; GO:0005178; GO:0005509; GO:0005576; GO:0005615; GO:0005634; GO:0005737; GO:0005829; GO:0005903; GO:0005911; GO:0005925; GO:0015031; GO:0016604; GO:0030018; GO:0030050; GO:0030335; GO:0030374; GO:0030863; GO:0031093; GO:0031143; GO:0031490; GO:0032417; GO:0032991; GO:0033209; GO:0035257; GO:0035357; GO:0042803; GO:0042974; GO:0042981; GO:0043005; GO:0044325; GO:0047485; GO:0048384; GO:0048471; GO:0048549; GO:0051015; GO:0051017; GO:0051271; GO:0051272; GO:0070062; GO:0070830; GO:1900025; GO:1901224; GO:1902396; GO:1903506; GO:1990904,Nucleus; Cytoplasm; Cell junction; Cytoskeleton; Stress fiber,Homo sapiens (Human),Background Only
Q8WUM4,PDCD6IP,GO:0000281; GO:0000915; GO:0001772; GO:0005815; GO:0005829; GO:0005923; GO:0005925; GO:0006915; GO:0010824; GO:0015031; GO:0016020; GO:0019058; GO:0031871; GO:0036258; GO:0039702; GO:0042470; GO:0042641; GO:0042803; GO:0045199; GO:0046755; GO:0048306; GO:0051260; GO:0061952; GO:0070062; GO:0070830; GO:0070971; GO:0090543; GO:0090559; GO:0090611; GO:1903543; GO:1903551; GO:1903553; GO:1903561,Cytoplasm; Cytosol; Melanosome; Cytoskeleton; Microtubule organizing center; Centrosome; Secreted; Exosome; Cell junction; Tight junction; Midbody; Midbody ring,Homo sapiens (Human),Background Only
Q8IXL7,MSRB3,GO:0005739; GO:0005783; GO:0005829; GO:0008270; GO:0030091; GO:0033743; GO:0033745; GO:0034599,Endoplasmic reticulum; Mitochondrion,Homo sapiens (Human),Background Only
Q13112,CHAF1B,GO:0000790; GO:0003682; GO:0005634; GO:0005654; GO:0005737; GO:0006260; GO:0006281; GO:0006334; GO:0006335; GO:0007049; GO:0031497; GO:0032991; GO:0033186; GO:0042393; GO:0051082,Nucleus; Cytoplasm,Homo sapiens (Human),Background Only
O43156,TTI1,GO:0005737; GO:0031931; GO:0031932; GO:0032006; GO:0070209,Cytoplasm,Homo sapiens (Human),Background Only
Q9UN37,VPS4A,GO:0000916; GO:0000922; GO:0005524; GO:0005634; GO:0005737; GO:0005764; GO:0005768; GO:0005769; GO:0005770; GO:0005774; GO:0005813; GO:0005829; GO:0005886; GO:0006622; GO:0006900; GO:0006997; GO:0006998; GO:0007033; GO:0007080; GO:0008022; GO:0009838; GO:0010008; GO:0016192; GO:0016197; GO:0016236; GO:0016887; GO:0019058; GO:0019076; GO:0019904; GO:0030496; GO:0031468; GO:0031902; GO:0032367; GO:0032466; GO:0032880; GO:0034058; GO:0036258; GO:0039702; GO:0042623; GO:0043162; GO:0044877; GO:0044878; GO:0048471; GO:0051301; GO:0061640; GO:0061738; GO:0061952; GO:0070062; GO:0072319; GO:0090543; GO:0090611; GO:1902188; GO:1903076; GO:1903543; GO:1903774; GO:1903902; GO:1904896; GO:1904903,Prevacuolar compartment membrane; Late endosome membrane; Midbody,Homo sapiens (Human),Background Only
P00167,CYB5A,GO:0004129; GO:0005741; GO:0005789; GO:0005829; GO:0016020; GO:0016021; GO:0019852; GO:0019899; GO:0020037; GO:0043231; GO:0046686; GO:0046872,Endoplasmic reticulum membrane; Microsome membrane; Cytoplasm,Homo sapiens (Human),Background Only
Q86X27,RALGPS2,GO:0005085; GO:0005737; GO:0005886; GO:0007264; GO:0032485,Cytoplasm; Cell membrane,Homo sapiens (Human),Background Only
Q5JS54,PSMG4,GO:0043248,,Homo sapiens (Human),Background Only
Q8N3C0,ASCC3,GO:0003723; GO:0004386; GO:0005524; GO:0005622; GO:0005634; GO:0005654; GO:0005829; GO:0006307; GO:0008283; GO:0016020; GO:0016607; GO:0032508; GO:0043138; GO:0099053,Nucleus; Nucleus speckle,Homo sapiens (Human),Background Only
O95630,STAMBP,GO:0000281; GO:0004843; GO:0005634; GO:0005654; GO:0005768; GO:0005769; GO:0005829; GO:0005886; GO:0007259; GO:0008237; GO:0008284; GO:0014067; GO:0016020; GO:0016579; GO:0019904; GO:0032154; GO:0043524; GO:0046580; GO:0046872; GO:0061578; GO:0070062; GO:0070536,Nucleus; Membrane; Cytoplasm; Early endosome,Homo sapiens (Human),Background Only
P16152,CBR1,GO:0004090; GO:0005829; GO:0016655; GO:0017144; GO:0019371; GO:0030855; GO:0042373; GO:0047021; GO:0050221; GO:0055114; GO:0070062; GO:1903561,Cytoplasm,Homo sapiens (Human),Background Only
Q92545,TMEM131,GO:0016021,Membrane,Homo sapiens (Human),Background Only
Q8TDW0,LRRC8C,GO:0005225; GO:0005737; GO:0005789; GO:0005886; GO:0005887; GO:0015734; GO:0015810; GO:0016020; GO:0034214; GO:0034702; GO:0045444; GO:0055085; GO:0071470; GO:0098656,Cell membrane; Endoplasmic reticulum membrane,Homo sapiens (Human),Background Only
Q9Y375,NDUFAF1,GO:0005739; GO:0005743; GO:0005747; GO:0005759; GO:0005829; GO:0006120; GO:0032981; GO:0051082; GO:0065003,Mitochondrion; Mitochondrion matrix,Homo sapiens (Human),Background Only
P62306,SNRPF,GO:0000387; GO:0000398; GO:0003723; GO:0005634; GO:0005654; GO:0005681; GO:0005683; GO:0005685; GO:0005687; GO:0005689; GO:0005732; GO:0005829; GO:0006369; GO:0008334; GO:0008380; GO:0030532; GO:0034709; GO:0034715; GO:0034719; GO:0046540; GO:0051170; GO:0071005; GO:0071007; GO:0071013,Cytoplasm; Cytosol; Nucleus,Homo sapiens (Human),Background Only
Q8TDM6,DLG5,GO:0001837; GO:0005737; GO:0005886; GO:0005913; GO:0007165; GO:0008013; GO:0008092; GO:0008285; GO:0014069; GO:0030011; GO:0030054; GO:0030159; GO:0030336; GO:0030859; GO:0030901; GO:0035331; GO:0035332; GO:0035556; GO:0036064; GO:0042130; GO:0042981; GO:0045176; GO:0045186; GO:0045197; GO:0045211; GO:0045880; GO:0051965; GO:0060441; GO:0060999; GO:0065003; GO:0071896; GO:0072205; GO:0098609,Cell junction; Cell membrane; Synapse; Postsynaptic cell membrane; Postsynaptic density; Cytoplasm; Cytoskeleton; Cilium basal body,Homo sapiens (Human),Background Only
Q9H0U6,MRPL18,GO:0003735; GO:0005615; GO:0005739; GO:0005743; GO:0005761; GO:0005762; GO:0006412; GO:0008097; GO:0035928; GO:0070125; GO:0070126,Mitochondrion,Homo sapiens (Human),Background Only
O95405,ZFYVE9,GO:0005545; GO:0005769; GO:0005829; GO:0006897; GO:0007179; GO:0016197; GO:0019904; GO:0031901; GO:0032991; GO:0043231; GO:0046872,Cytoplasm; Early endosome membrane,Homo sapiens (Human),Background Only
O14744,PRMT5,GO:0000387; GO:0002039; GO:0003714; GO:0005634; GO:0005654; GO:0005737; GO:0005794; GO:0005829; GO:0006353; GO:0007088; GO:0008168; GO:0008327; GO:0008469; GO:0016274; GO:0018216; GO:0032922; GO:0034709; GO:0034969; GO:0035097; GO:0035243; GO:0035246; GO:0042118; GO:0042802; GO:0043021; GO:0043985; GO:0044020; GO:0044030; GO:0045596; GO:0046982; GO:0048714; GO:0070372; GO:0070888; GO:0090161; GO:0097421; GO:1901796; GO:1904992,Cytoplasm; Nucleus; Golgi apparatus,Homo sapiens (Human),Both
O75821,EIF3G,GO:0001732; GO:0003723; GO:0003743; GO:0005737; GO:0005829; GO:0005852; GO:0006413; GO:0016282; GO:0033290; GO:0048471; GO:0075525,Cytoplasm; Nucleus; Perinuclear region,Homo sapiens (Human),Background Only
Q96CN4,EVI5L,GO:0005096; GO:0005623; GO:0006886; GO:0017137; GO:0043547; GO:0090630; GO:1902018,,Homo sapiens (Human),Background Only
Q9BQA9,CYBC1,GO:0005783; GO:0005789; GO:0016021; GO:0045087; GO:0045728,Endoplasmic reticulum membrane,Homo sapiens (Human),Background Only
Q9UNM6,PSMD13,GO:0000165; GO:0000209; GO:0000502; GO:0002223; GO:0002479; GO:0005198; GO:0005576; GO:0005634; GO:0005654; GO:0005829; GO:0005838; GO:0006511; GO:0006521; GO:0007127; GO:0008541; GO:0010972; GO:0016020; GO:0016579; GO:0022624; GO:0031145; GO:0031146; GO:0033209; GO:0034774; GO:0038061; GO:0038095; GO:0043161; GO:0043248; GO:0043312; GO:0043488; GO:0043687; GO:0050852; GO:0055085; GO:0060071; GO:0061418; GO:0070498; GO:0090090; GO:0090263; GO:1901990; GO:1902036; GO:1904813,,Homo sapiens (Human),Background Only
P43897,TSFM,GO:0003723; GO:0003746; GO:0005634; GO:0005739; GO:0005759; GO:0006414; GO:0032784; GO:0070125; GO:0070129,Mitochondrion,Homo sapiens (Human),Background Only
Q8N4J0,CARNMT1,GO:0005634; GO:0005829; GO:0006548; GO:0008757; GO:0030735; GO:0035498,Cytoplasm; Cytosol; Nucleus,Homo sapiens (Human),Background Only
O00541,PES1,GO:0000463; GO:0000466; GO:0000793; GO:0003723; GO:0005634; GO:0005654; GO:0005730; GO:0005829; GO:0006364; GO:0007000; GO:0008283; GO:0016020; GO:0030687; GO:0033365; GO:0042273; GO:0043021; GO:0051726; GO:0070545,Nucleus; Nucleolus; Nucleoplasm; Chromosome,Homo sapiens (Human),Background Only
Q9BW19,KIFC1,GO:0000070; GO:0003777; GO:0005524; GO:0005634; GO:0005769; GO:0005815; GO:0005871; GO:0005874; GO:0007018; GO:0007080; GO:0007283; GO:0008017; GO:0016020; GO:0016887; GO:0051301; GO:0072686; GO:0090307,Nucleus; Cytoplasm; Cytoskeleton; Microtubule organizing center; Centrosome; Spindle; Early endosome,Homo sapiens (Human),Background Only
Q9UBI1,COMMD3,GO:0005576; GO:0005634; GO:0006814; GO:0043312; GO:1904813,Cytoplasm; Nucleus,Homo sapiens (Human),Background Only
O15344,MID1,GO:0000226; GO:0005819; GO:0005829; GO:0005874; GO:0005875; GO:0007026; GO:0007389; GO:0008017; GO:0008270; GO:0016740; GO:0031625; GO:0032874; GO:0035372; GO:0042802; GO:0042803; GO:0046982; GO:0051219; GO:0060333,Cytoplasm; Cytoskeleton; Spindle,Homo sapiens (Human),Background Only
P17252,PRKCA,GO:0001525; GO:0001938; GO:0002159; GO:0004672; GO:0004674; GO:0004697; GO:0005178; GO:0005524; GO:0005654; GO:0005737; GO:0005739; GO:0005783; GO:0005829; GO:0005886; GO:0006468; GO:0007077; GO:0007155; GO:0007411; GO:0008270; GO:0010595; GO:0010613; GO:0018105; GO:0018107; GO:0019899; GO:0030168; GO:0030335; GO:0031666; GO:0031966; GO:0034351; GO:0035403; GO:0035408; GO:0035556; GO:0035866; GO:0038128; GO:0043488; GO:0043536; GO:0045651; GO:0045766; GO:0045780; GO:0045785; GO:0045931; GO:0048471; GO:0050796; GO:0070062; GO:0070374; GO:0070555; GO:0090330; GO:0097190; GO:0106071; GO:2000707,Cytoplasm; Cell membrane; Mitochondrion membrane; Nucleus,Homo sapiens (Human),Background Only
